RetentionTime	Intensity
0.004885	1489014.69281006
0.045075	1763847.31018066
0.0879466666666667	1419957.81591797
0.130165	1474732.3939209
0.173203333333333	1447673.93261719
0.216213333333333	1529263.03833008
0.259483333333333	2489263.48120117
0.302535	3868916.19702148
0.344676666666667	4098391.1920166
0.386505	4346208.84057617
0.428765	4790543.93664551
0.472178333333333	6031549.14367676
0.514758333333333	6049243.57592773
0.557921666666667	4860509.58392334
0.601121666666667	4984276.40893555
0.643948333333333	5900085.44580078
0.687825	5188184.13024902
0.730426666666667	5646262.66015625
0.773288333333333	5604701.28198242
0.815503333333333	4656944.47015381
0.859185	4837694.75354004
0.90209	4232544.79486084
0.94493	4038596.51269531
0.988338333333333	4038657.71691895
1.03177	3708167.17053223
1.072845	4761704.5958252
1.11545166666667	3471572.97949219
1.15796833333333	3446805.4942627
1.20136333333333	3622405.60925293
1.24458166666667	3393720.80322266
1.28791333333333	3098858.7565918
1.33076666666667	3512389.49835205
1.37387666666667	2530574.42224121
1.41718166666667	2810365.87078857
1.46004	3234500.29431152
1.50326333333333	3341719.17700195
1.54582833333333	3484604.3828125
1.58801	4220782.38122559
1.63096	3579750.53344727
1.67413333333333	3228343.35699463
1.71842	3156700.58148193
1.76047666666667	2856413.81604004
1.80307166666667	3627711.78637695
1.84656	3546752.42437744
1.89000666666667	3634447.04052734
1.933415	3440123.85339355
1.97659666666667	3991700.72680664
2.01976666666667	3660431.87902832
2.06196	3279421.57617188
2.10362666666667	4014468.39770508
2.146615	3280753.67633057
2.190135	3593748.38952637
2.23327666666667	3008584.09484863
2.27654666666667	3297632.51953125
2.31907833333333	2632865.20220947
2.361615	3194263.02526855
2.40505333333333	3212032.31628418
2.44768166666667	3191207.53881836
2.49036833333333	2711858.40789795
2.53368	2391148.18286133
2.57733166666667	2669675.98590088
2.620605	2385775.60021973
2.66329	3194226.44555664
2.70544666666667	3250675.95837402
2.749175	2788912.01806641
2.79187333333333	2631285.3380127
2.83529666666667	2805331.90966797
2.878695	3062223.54077148
2.92189833333333	2921337.35644531
2.9652	2673170.52667236
3.00851333333333	2941590.60046387
3.05185833333333	3426984.70446777
3.095155	3183417.78369141
3.13779833333333	2649353.3026123
3.18088	3040912.18151855
3.22346166666667	2529655.300354
3.26628333333333	2480256.94842529
3.30960333333333	2539056.72717285
3.353115	2795324.39880371
3.39655833333333	2150317.11981201
3.44050166666667	2633560.00469971
3.48397166666667	2266029.06121826
3.52576666666667	2310201.2444458
3.569	2703823.21826172
3.61228833333333	2576620.05529785
3.65536	2331123.4487915
3.69893166666667	2205385.63543701
