RetentionTime	Intensity
0.00547166666666667	1528481.83569336
0.04825	1073351.81558228
0.0923916666666667	1168142.86656189
0.135585	1256580.17193604
0.180405	1239158.05828857
0.224535	1206721.21324158
0.268811666666667	1319118.78115845
0.312936666666667	1247290.49060059
0.356951666666667	1192609.0920105
0.401565	1184556.66548157
0.445846666666667	1236325.5745697
0.490303333333333	1292562.50653076
0.534875	1337339.1247406
0.579541666666667	1223072.46150208
0.62398	1195079.75421143
0.668593333333333	1226444.05024719
0.713183333333333	1186395.81660461
0.757546666666667	1083749.57116699
0.802176666666667	780369.157180786
0.847806666666667	983101.631149292
0.892161666666667	837418.669219971
0.937396666666667	720682.694046021
0.982855	866584.12701416
1.02802333333333	1039470.318573
1.06873166666667	844953.380142212
1.11354166666667	827236.433105469
1.15815333333333	872873.051422119
1.20336	825581.262680054
1.24842	820733.870864868
1.29350166666667	717860.730361938
1.33930666666667	864089.376541138
1.38423666666667	776946.918777466
1.42922666666667	705531.83480835
1.47450666666667	654422.196899414
1.52034166666667	653592.537239075
1.566385	756274.847793579
1.61108833333333	761017.504089355
1.65634666666667	695928.240753174
1.70091833333333	803286.279495239
1.74579833333333	559425.080970764
1.79183333333333	1116557.53608704
1.83609333333333	1298460.43499756
1.88021	1555746.50958252
1.92442333333333	1756802.62541199
1.96755166666667	1583910.55874634
2.01174666666667	1549393.81306458
2.05587333333333	1486924.1078186
2.09885166666667	1282007.82461548
2.14311333333333	1228524.23521423
2.18709833333333	1504226.01257324
2.23115833333333	1554822.34062195
2.27549666666667	1349391.24821472
2.32008833333333	1464774.36598206
2.36498166666667	1542021.23577881
2.40933333333333	1362194.60792542
2.45419666666667	1732201.9699707
2.49876833333333	1545225.80580139
2.54316333333333	1485616.25822449
2.58740666666667	1537398.63581848
2.63213333333333	1530676.43331909
2.67588	2012113.86361694
2.72021833333333	1776674.03257751
2.76464333333333	2173067.4548645
2.80967666666667	2161599.31854248
2.85404666666667	2179910.21556091
2.898245	1898248.47906494
2.94294333333333	1994264.20649719
2.98707833333333	1942783.47254944
3.03110166666667	1871747.48297119
3.07526833333333	1900829.92869568
3.11760666666667	1723382.86698914
3.16228666666667	1890722.31680298
3.20688333333333	2251217.60417175
3.25125333333333	1856952.73402405
3.29528	2001537.93247986
3.34035833333333	2215799.72264099
3.38596833333333	2225412.13494873
3.43126666666667	2524345.3422699
3.47588	2043893.55508423
3.52028833333333	2262779.5340271
3.56539	2019980.54830933
3.610275	2075369.5748291
3.65501666666667	2115952.8536377
3.699315	2207345.20584106
3.74373333333333	2210015.62754822
3.78796	2160769.87536621
3.832635	1850642.19065857
3.87780333333333	2199258.6661377
3.92261666666667	1998364.45365906
3.968025	2166617.29081726
4.012255	2504426.89207458
4.056835	2550642.55085754
4.10164333333333	2568329.98234558
4.14721	2750987.85566711
4.19183666666667	3206130.83601379
4.23609666666667	3229911.404953
4.28085166666667	3011514.57783508
4.325315	3109097.47790527
4.36945666666667	3235224.68606567
4.41405	3435436.70413208
4.45841666666667	3288011.68206787
4.50247666666667	3452846.18032837
4.547065	2582236.72039795
4.59233333333333	2852472.44586182
4.63666833333333	2393381.02905273
4.68263833333333	2534594.86639404
4.72759666666667	2457762.84988403
4.77245166666667	2512969.48855591
4.81726833333333	2371685.99061584
4.86183	2618496.537323
4.90580333333333	2090040.91511536
4.95157333333333	2597277.27755737
4.99607	2668512.55557251
5.04057166666667	2483831.77171326
5.08572166666667	2105247.8331604
5.1304	2784640.00665283
5.17519333333333	2495276.38418579
5.220215	2961452.78660583
5.26464666666667	3204334.1427002
5.30916666666667	2709964.30445862
5.35413166666667	3039935.27557373
5.399685	3040903.09320068
5.444735	3312633.44300842
5.48975666666667	3741446.51391602
5.53411	3808153.21914673
5.57895833333333	3598084.36587524
5.62320666666667	3719655.97576904
5.66813	4535693.14431763
5.71316666666667	4024844.62031555
5.75786333333333	4896526.84967041
5.80140333333333	5977438.87112427
5.8458	4548701.80554199
5.89005666666667	4486707.08297729
5.93373666666667	4720457.84671021
5.97770166666667	4367340.67904663
6.02296666666667	4907256.26257324
6.06853	4079479.99734497
6.113495	4325244.57809448
6.15746333333333	4231528.45788574
6.2016	4022909.30307007
6.24646	3927232.98141479
6.291095	3406580.12666321
6.33646833333333	3547819.03720093
6.38071	3823172.05929565
6.42548333333333	3311091.12191772
6.47012333333333	4115095.2713623
6.51276	4167869.76000977
6.557195	3958885.51828003
6.60206833333333	3804583.90963745
6.64595333333333	4441260.28860474
6.690285	3979278.57080078
6.73457	3776511.42837524
6.779975	4316665.19393921
6.82447166666667	4017927.41796875
6.86883333333333	4007056.46777344
6.91297833333333	3539853.7376709
6.95783	3646393.19277954
7.00205666666667	3549963.63235474
7.04658833333333	3713789.38223267
7.09077666666667	3564151.03088379
7.13539	4068032.11154175
7.17930333333333	3379449.02507019
7.224785	3400475.81741333
7.26934333333333	3971908.86837769
7.31441833333333	4085080.79055786
7.359385	4589665.9770813
7.40452666666667	6161232.13153076
7.448085	6472770.80001831
7.49206666666667	7173383.09210205
7.535025	6502207.95950317
7.578915	8997902.29986572
7.62279833333333	8125181.29721069
7.66574166666667	10833134.4634399
7.70987166666667	8784695.26983643
7.75402666666667	8080441.50186157
7.79586166666667	6082906.69067383
7.83986333333333	6089696.73733521
7.88432333333333	6251568.7059021
7.92869833333333	5465523.95300293
7.972385	5439741.39794922
8.01669333333333	6513367.97897339
8.06063	7244062.54129028
8.10570333333333	8522212.51034546
8.14860166666667	6894624.24539185
8.19235	7525539.05172729
8.23721166666667	6667155.5184021
8.28073333333333	7996427.85943604
8.32507166666667	7636251.48904419
8.36961666666667	9558395.12915039
8.41509166666667	9705760.07598877
8.45677333333333	10319650.6716919
8.50015666666667	11775647.4033203
8.54554	11563938.1453857
8.58882	14814243.8707886
8.63323333333333	15549930.116394
8.676235	13250443.0671997
8.72279666666667	12936841.7470703
8.76817833333333	13491415.3157349
8.80994666666667	17993665.3609009
8.85221666666667	15075431.765625
8.89438166666667	12852492.8071289
8.93828666666667	12026931.9641724
8.98219333333333	16184741.147522
9.024365	17823255.6957397
9.06614	16118809.1836548
9.11299	18034265.8248291
9.15398833333333	16852748.4580688
9.200065	20813503.9921875
9.23942833333333	19593836.8051758
9.285985	34402799.4074707
9.32931166666667	36359498.8505859
9.37081166666667	58466934.2735596
9.41353833333333	40772652.9587402
9.45887	43837312.0279541
9.49910166666667	33668425.5568848
9.53977	33653786.7186279
9.582755	23262499.0344238
9.61946166666667	20018760.803833
9.66305666666667	27967607.2255859
9.704185	29214949.5939941
9.74414166666667	30614071.0316162
9.786045	49988569.5546875
9.82162	45945616.2246094
9.86345333333333	56586266.0256348
9.90397166666667	42746698.7424316
9.94491666666667	45119928.2092285
9.986245	52942788.8259277
10.0308083333333	50006343.6010742
10.0693583333333	40433477.7867432
10.114265	64888986.4411621
10.1479183333333	61110058.0981445
10.1894083333333	67633171.1538086
10.2280616666667	91347521.7849121
10.2679016666667	99892565.4279785
10.3054366666667	96830798.7219238
