RetentionTime	Intensity
0.00533333333333333	1938478.60348511
0.04699	1658732.7623291
0.08923	1378662.10177612
0.134361666666667	1733291.57092285
0.177038333333333	1197926.71630859
0.22249	1422308.13742065
0.268703333333333	1355379.19723511
0.313751666666667	1237073.00222778
0.359406666666667	1260795.32751465
0.404735	1334066.80041504
0.450398333333333	1172183.2437439
0.497103333333333	1460274.45391846
0.54166	1238030.15756226
0.587468333333333	1116459.0128479
0.633473333333333	1027689.94815063
0.67949	1077036.34573364
0.72579	1415198.56063843
0.771665	1175647.78167725
0.81783	1038176.23464966
0.864143333333333	1035556.35946655
0.910505	1012207.64126587
0.95622	1011466.49682617
1.00278666666667	1359178.69403076
1.04891166666667	1061197.58081055
1.09153333333333	1069876.03256226
1.13431333333333	972035.995361328
1.17840166666667	893099.109802246
1.22299833333333	1028498.43173218
1.26896833333333	1223094.90820313
1.31411	944947.351531982
1.36079	975921.302978516
1.40644833333333	872726.43572998
1.45202666666667	942120.000976563
1.49863666666667	980105.886993408
1.54428	957477.262298584
1.59029833333333	961754.673202515
1.63675833333333	1006584.9233551
1.68259666666667	1097430.06143188
1.72887666666667	939554.246429443
1.77412333333333	1187705.93081665
1.816105	1076009.1022644
1.86167833333333	1199229.1751709
1.89986	1155076.22937012
1.94644666666667	990358.747833252
1.99218833333333	925579.209442139
2.03823833333333	972416.903991699
2.08470666666667	907325.175537109
2.127705	993170.937866211
2.17082333333333	1218381.23410034
2.215685	1023904.27243042
2.26215333333333	1097752.87786865
2.30751166666667	975051.170135498
2.352925	827949.492034912
2.38745	937048.65133667
2.433845	891865.035949707
2.48012333333333	909976.528717041
2.52619833333333	966413.850585938
2.57248333333333	1202593.68713379
2.617865	842702.63117981
2.664175	815807.243041992
2.71094666666667	824066.646331787
2.74924833333333	878373.455444336
2.79083333333333	868365.633209229
2.836865	861503.494567871
2.86042833333333	876302.934646606
2.90707833333333	895661.015350342
2.95338666666667	940392.439239502
2.99941333333333	1023348.6234436
3.045825	862831.836166382
3.09077	935896.676086426
3.13316833333333	881415.439422607
3.17743666666667	905740.207122803
3.223605	1067680.13464355
3.26841166666667	884337.747009277
3.31414333333333	755153.912216187
3.36119833333333	915931.974014282
3.40719833333333	1008833.96398926
3.45281333333333	922720.20223999
3.49909333333333	942885.942733765
3.54482833333333	949322.43145752
3.59091166666667	855237.20098877
3.63777333333333	906769.084640503
3.68431333333333	888989.327865601
3.72957833333333	1085450.99700928
3.77513	1083244.7177124
3.82059333333333	911191.662811279
3.86650833333333	898523.857635498
3.91270166666667	787738.332977295
3.958895	922762.178283691
4.004365	961213.302398682
4.05047666666667	893027.683227539
4.09559666666667	854816.255630493
4.13852833333333	790939.129089355
4.18307833333333	884425.833953857
4.22816666666667	1068769.85211182
4.27387666666667	852191.052719116
4.32025833333333	838844.009033203
4.36662333333333	1215373.70050049
4.413425	985182.610198975
4.45846833333333	924942.626861572
4.50500333333333	819553.646957397
4.55087833333333	885768.078643799
4.59740333333333	791904.986923218
4.64347333333333	908591.396606445
4.68988833333333	910440.871658325
4.73566666666667	1036208.86807251
4.78039333333333	999848.919937134
4.82608166666667	964683.851928711
4.871815	1100861.08670044
4.91739666666667	1664956.71087646
4.96320166666667	1032635.94630432
5.009525	967965.840148926
5.05571166666667	858904.113647461
5.10096666666667	1127429.49510193
5.144925	1122048.94900513
5.18970833333333	1003826.10786438
5.23509333333333	856341.916931152
5.28070333333333	1169401.38009644
5.32646	1023316.06365967
5.37211833333333	1042147.51750183
5.4181	875866.51550293
5.464435	914561.792129517
5.51088	871996.405670166
5.55641666666667	868135.192489624
5.60221166666667	755895.514099121
5.64798166666667	862400.779052734
5.69474333333333	953525.354187012
5.73713333333333	1275547.54672241
5.78379166666667	1017622.45794678
5.82971666666667	1442123.69851685
5.87567	1227328.2644043
5.92037	994589.311157227
5.9672	909007.651824951
6.01347666666667	931327.909011841
6.05909	930883.373260498
6.10594	846782.537597656
6.14932333333333	760880.942886353
6.196115	1027597.89631653
6.24060666666667	830022.949569702
6.28597833333333	899925.464630127
6.331765	819419.859008789
6.37711	905074.324935913
6.42247833333333	861225.459228516
6.46857833333333	799833.633117676
6.51475	873298.331069946
6.561865	794955.58895874
6.607505	757927.055099487
6.652845	788549.518188477
6.69851	780139.978485107
6.74098333333333	1101742.98840332
6.78691666666667	958922.143676758
