lengt;dynamics;variability;mse;label;summary_intensity;summary_time;id;statistic
102.0;102.0;102.0;102.0;_good_;397.0;397.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;count
33.51927441943592;1.8760574673088124;32.86559571258979;143.25765229386283;_good_;1.3745511865585817e-14;198.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;mean
26.676717833970734;20.23135703971707;27.0961984604928;243.43884962322426;_good_;100.12618301549564;114.748275223058;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;std
2.3310646829698927;-51.50203634211084;0.29155294011403043;5.110019927640731;_good_;-152.806214279367;0.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;min
13.430362212446962;-10.180594680917519;11.163212090491243;21.53229818814356;_good_;-85.97892689424559;99.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;25%
26.229982511224037;1.5947349579356263;25.032479614629437;57.86022300729813;_good_;2.566793135639664;198.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;50%
53.04823759488692;11.053343857007711;52.97520614110226;174.89034242821444;_good_;81.24946231699224;297.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;75%
131.87498179120925;65.92990752009224;131.8598150401849;1889.3212069121662;_good_;221.10569047454183;396.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;max
99.0;99.0;99.0;99.0;_good_;397.0;397.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;count
27.267768560103764;-0.9137393019161716;26.50627344841692;160.79378158386123;_good_;-1.8327349154114422e-14;198.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;mean
21.767752059263884;15.509115648990795;22.186305588274983;202.88659903631475;_good_;100.12618301549563;114.748275223058;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;std
2.046446871837416;-40.88787706280639;0.4335260075856411;6.694815572374192;_good_;-157.69247853663566;0.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;min
