lengt;dynamics;variability;mse;time;type;id;label
68.58793123181738;-0.13178334185809176;8.961267246350246;5.2238972917957005;[0.82619647];last;QC_Shew_12_02_pt5-C_30Nov12_Lynx_12-11-07;_good_
70.81172347995849;0.15273037614157708;10.69112632991039;23.058832269462354;[0.00251889];first;QC_Shew_12_02_pt5-D_1Dec12_Lynx_12-11-08;_good_
69.3540691315823;-0.1014357186680135;6.999064588092935;2.026884492364807;[0.82367758];last;QC_Shew_12_02_pt5-D_1Dec12_Lynx_12-11-08;_good_
71.47118602331037;0.11539882077160168;8.193316274783712;10.390252556883947;[0.00251889];first;QC_Shew_12_02_pt5-D_30Nov12_Lynx_12-11-08;_good_
63.54982264015527;-0.1324041295184091;8.341460159659789;5.0579763414903365;[0.83879093];last;QC_Shew_12_02_pt5-D_30Nov12_Lynx_12-11-08;_good_
55.396159013998734;11.03401002991067;55.17005014955336;45.358943608602466;[0.00425532];first;QC_Shew_12_02_Run-03_26Jul12_Roc_12-04-08;_good_
43.762215766074576;-1.9462345238668357;38.924690477336696;5.3460894527208325;[0.9106383];last;QC_Shew_12_02_Run-03_26Jul12_Roc_12-04-08;_good_
36.184290710926305;3.1337972296352636;34.471769525987895;20.048815282068777;[0.00425532];first;QC_Shew_12_02_Run-04_26Jul12_Roc_12-04-09;_good_
43.13191619165628;-2.503405644663806;40.05449031462092;7.283423199430431;[0.92765957];last;QC_Shew_12_02_Run-04_26Jul12_Roc_12-04-09;_good_
55.05227866073943;9.120723329228072;54.72433997536842;25.64017071017839;[0.00425532];first;QC_Shew_12_02_Run-05_26Jul12_Roc_12-03-29;_good_
43.3197143690188;-2.1890564325425896;39.40301578576663;3.3824649811972756;[0.91914894];last;QC_Shew_12_02_Run-05_26Jul12_Roc_12-03-29;_good_
48.39633224948049;5.283569892124479;47.552129029120294;25.65280295362943;[0.00425532];first;QC_Shew_12_02_Run-06_26Jul12_Roc_12-03-30;_good_
49.2248044394232;-2.545318488948583;45.815732801074546;5.732256752623634;[0.91914894];last;QC_Shew_12_02_Run-06_26Jul12_Roc_12-03-30;_good_
44.630882805100654;11.112818330543535;44.45127332217413;14.84380120119305;[0.00425532];first;QC_Shew_12_02_Run-07_26Jul12_Roc_12-04-08;_good_
24.92354973021189;-2.0331617098661083;22.36477880852715;3.308108346264818;[0.94893617];last;QC_Shew_12_02_Run-07_26Jul12_Roc_12-04-08;_good_
35.43849013194852;3.0625525231889514;33.68807775507847;14.680197336226248;[0.00425532];first;QC_Shew_12_02_Run-08_26Jul12_Roc_12-04-09;_good_
22.578091622726987;-2.300751947195024;20.70676752475515;0.945848606704485;[0.95744681];last;QC_Shew_12_02_Run-08_26Jul12_Roc_12-04-09;_good_
35.631764983443794;7.0558420499196846;35.279210249598435;10.610565298675288;[0.00425532];first;QC_Shew_12_02_Run-09_26Jul12_Roc_12-03-29;_good_
47.25396745589133;-2.277152228631482;43.26589234399813;6.154479603763127;[0.91489362];last;QC_Shew_12_02_Run-09_26Jul12_Roc_12-03-29;_good_
47.320564012290106;5.161868475038435;46.456816275345915;40.716233475317836;[0.00425532];first;QC_Shew_12_02_Run-10_26Jul12_Roc_12-03-30;_good_
42.99996929629081;-2.3233412876053925;39.496801889291646;4.8134652130143785;[0.92340426];last;QC_Shew_12_02_Run-10_26Jul12_Roc_12-03-30;_good_
40.780776709286265;10.146032934762808;40.58413173905123;23.318529643816206;[0.00425532];first;QC_Shew_12_02_Run-11_26Jul12_Roc_12-04-08;_good_
42.28653012833548;-1.8628946765012144;37.25789353002426;3.4392334361888484;[0.9106383];last;QC_Shew_12_02_Run-11_26Jul12_Roc_12-04-08;_good_
32.158082730421164;2.747113112649534;30.218244239144866;15.288205356373084;[0.00425532];first;QC_Shew_12_02_Run-12_26Jul12_Roc_12-04-09;_good_
35.93913424372567;-2.177277984792058;32.65916977188084;0.9077589289850809;[0.93191489];last;QC_Shew_12_02_Run-12_26Jul12_Roc_12-04-09;_good_
58.65762127052496;9.724991478311525;58.34994886986914;70.99171187269803;[0.00425532];first;QC_Shew_12_02_Run-13_26Jul12_Roc_12-03-29;_good_
39.5372922775942;-1.9556798261050525;35.20223686989095;1.711306761404235;[0.91914894];last;QC_Shew_12_02_Run-13_26Jul12_Roc_12-03-29;_good_
44.50344864739996;4.8426563232979225;43.5839069096813;25.519765354848552;[0.00425532];first;QC_Shew_12_02_Run-14_26Jul12_Roc_12-03-30;_good_
44.52328081356022;-2.420588259883596;41.150000418021136;5.842222826236142;[0.92340426];last;QC_Shew_12_02_Run-14_26Jul12_Roc_12-03-30;_good_
40.75606308730397;10.139824574346385;40.55929829738554;26.55801601751641;[0.00425532];first;QC_Shew_12_02_Run-15_26Jul12_Roc_12-04-08;_good_
24.883008201220658;-1.8165215866037274;21.798259039244726;1.7695054588039005;[0.94468085];last;QC_Shew_12_02_Run-15_26Jul12_Roc_12-04-08;_good_
80.56972361955383;-40.27244828704636;80.5448965740927;220.78734414554842;[0.00251889];first;QC_Shew_13_01_B_27Jan13_Lynx_13-01-02;_good_
17.42595148846245;-0.7411511498539465;10.376116097955276;0.6537267372833591;[0.96221662];last;QC_Shew_13_01_B_27Jan13_Lynx_13-01-02;_good_
81.53057073782689;0.11464474649572592;9.286224466153811;16.022584248698458;[0.00251889];first;QC_Shew_13_01_D_27Jan13_Lynx_13-01-02;_good_
23.129346300171253;-0.694191692560545;13.189642158650315;4.590813526142552;[0.94962217];last;QC_Shew_13_01_D_27Jan13_Lynx_13-01-02;_good_
15.37873689664631;2.3599996971296324;14.159998182777798;10.14473968034387;[0.00251889];first;QC_Shew_13_01_pt5_1_16Feb13_Lynx_13-01-01;_good_
75.69074871021571;-0.32426598030985004;23.34715058230921;6.5489981785743865;[0.81612091];last;QC_Shew_13_01_pt5_1_16Feb13_Lynx_13-01-01;_good_
43.792613083811425;0.2952697378477323;12.401328989604764;23.389759745782523;[0.00251889];first;QC_Shew_13_01_pt5_1_20Feb13_Lynx_13-01-01;_good_
42.93771537125584;-0.5888217310023829;21.786404047088183;7.216300689944862;[0.90428212];last;QC_Shew_13_01_pt5_1_20Feb13_Lynx_13-01-01;_good_
