lengt;dynamics;variability;mse;time;type;id;label
31.28030434734412;0.7520185530290865;18.800463825727164;25.405707987093283;[0.00251889];first;QC_Shew_11_01_pt5_3_2Mar11_Owl_10-10-15;_good_
78.46051248833491;-0.1088249503162505;8.488346124667544;1.8219061824158842;[0.80100756];last;QC_Shew_11_01_pt5_3_2Mar11_Owl_10-10-15;_good_
37.74561729151541;0.4037898268396848;14.132643939388942;18.790353137802835;[0.00255754];first;QC_Shew_11_05_4_2Nov11_Tiger_11-09-30;_good_
6.187349156761979;-0.7289249505314827;3.644624752657421;2.2918371461712517;[0.98465473];last;QC_Shew_11_05_4_2Nov11_Tiger_11-09-30;_good_
36.91461576709437;0.42284345720517125;14.37667754497582;13.515564522158742;[0.00253165];first;QC_Shew_11_06_01_10May12_Cougar_12-04-01;_good_
61.1201925713095;-0.06280622899805442;3.8311799688813153;2.7605779119169607;[0.84303797];last;QC_Shew_11_06_01_10May12_Cougar_12-04-01;_good_
56.047121316826605;0.2779504450404338;15.009324032183429;11.54301343135238;[0.00253165];first;QC_Shew_11_06_01_8May12_Cougar_12-04-01;_good_
54.59752661490538;-0.14917458362936684;8.055427515985812;2.2106264640002107;[0.86075949];last;QC_Shew_11_06_01_8May12_Cougar_12-04-01;_good_
16.0203238442014;0.3750601496832087;5.6259022452481275;10.493978107497256;[0.00253165];first;QC_Shew_11_06_04_11May12_Cougar_12-04-03;_good_
55.964448044014546;-0.18809127806212161;10.345020293416695;3.274755441890281;[0.85822785];last;QC_Shew_11_06_04_11May12_Cougar_12-04-03;_good_
19.205558224754913;0.6639532019595854;10.623251231353379;27.334946308671203;[0.00253165];first;QC_Shew_11_06_04_13May12_Cougar_12-04-03;_good_
52.618327261753734;-0.2539108664752117;12.949454190235826;6.138419282913615;[0.86835443];last;QC_Shew_11_06_04_13May12_Cougar_12-04-03;_good_
24.516340159581002;0.36905574811663383;8.488282206682584;16.99749347288405;[0.00253165];first;QC_Shew_11_06_5pt_1_21Mar12_Cougar_12-03-19;_good_
27.83719468498053;-0.25094993169168445;6.775648155675469;0.7088721970623182;[0.92911392];last;QC_Shew_11_06_5pt_1_21Mar12_Cougar_12-03-19;_good_
